date,ticker,name,sector,open,high,low,close,volume,returns,cum_returns
2022-01-27,RELIANCE.NS,Reliance Industries,Energy,2364.25,2369.72,2333.67,2359.59,1139104,0.005955781413869321,-0.016837499999999506
2022-01-28,RELIANCE.NS,Reliance Industries,Energy,2317.03,2343.75,2280.65,2321.73,3098133,-0.016045160388033608,-0.0326124999999996
2022-01-31,RELIANCE.NS,Reliance Industries,Energy,2273.01,2276.42,2235.64,2263.41,4961213,-0.025119199906965983,-0.0569124999999997
2022-02-01,RELIANCE.NS,Reliance Industries,Energy,2334.74,2342.31,2297.33,2323.8,3797154,0.02668098135114727,-0.03174999999999961
2022-02-02,RELIANCE.NS,Reliance Industries,Energy,2325.34,2329.07,2310.11,2315.05,1834649,-0.0037653842843617946,-0.03539583333333296
2022-02-03,RELIANCE.NS,Reliance Industries,Energy,2317.96,2344.93,2310.6,2318.56,1708468,0.0015161659575386732,-0.03393333333333304
2022-02-04,RELIANCE.NS,Reliance Industries,Energy,2267.98,2286.94,2249.15,2259.79,1660152,-0.025347629563177154,-0.05842083333333303
2022-02-07,RELIANCE.NS,Reliance Industries,Energy,2246.04,2244.11,2209.71,2238.33,4241104,-0.009496457635444044,-0.06736249999999977
2022-02-08,RELIANCE.NS,Reliance Industries,Energy,2239.41,2247.97,2235.17,2243.47,1483667,0.002296354871712314,-0.06522083333333317
2022-02-09,RELIANCE.NS,Reliance Industries,Energy,2204.89,2221.01,2162.07,2197.66,3723253,-0.020419261233713848,-0.08430833333333321
2022-02-10,RELIANCE.NS,Reliance Industries,Energy,2202.94,2223.03,2189.05,2213.18,2865885,0.0070620569150823265,-0.07784166666666659
2022-02-11,RELIANCE.NS,Reliance Industries,Energy,2192.03,2197.91,2186.6,2189.92,1380096,-0.010509764230654417,-0.08753333333333313
2022-02-14,RELIANCE.NS,Reliance Industries,Energy,2173.19,2216.82,2167.54,2179.08,4090437,-0.004949952509680777,-0.09204999999999985
2022-02-15,RELIANCE.NS,Reliance Industries,Energy,2147.95,2167.23,2148.78,2156.13,2701340,-0.010531967619362259,-0.10161249999999977
2022-02-16,RELIANCE.NS,Reliance Industries,Energy,2219.24,2245.21,2228.32,2228.67,3214766,0.03364361147055139,-0.07138749999999983
2022-02-17,RELIANCE.NS,Reliance Industries,Energy,2233.17,2229.81,2217.35,2228.79,3424537,5.38437722945595e-05,-0.07133749999999994
2022-02-18,RELIANCE.NS,Reliance Industries,Energy,2183.53,2191.73,2178.49,2187.03,2092173,-0.01873662390803965,-0.0887374999999998
2022-02-21,RELIANCE.NS,Reliance Industries,Energy,2225.05,2247.21,2188.02,2220.06,2127059,0.015102673488703644,-0.07497500000000001
2022-02-22,RELIANCE.NS,Reliance Industries,Energy,2162.5,2180.77,2168.63,2171.94,1574477,-0.021675089862436048,-0.09502499999999992
2022-02-23,RELIANCE.NS,Reliance Industries,Energy,2176.73,2190.15,2168.2,2180.76,1973300,0.0040608856598249865,-0.09134999999999982
2022-02-24,RELIANCE.NS,Reliance Industries,Energy,2105.32,2122.55,2082.72,2104.49,797584,-0.0349740457455201,-0.12312916666666662
2022-02-25,RELIANCE.NS,Reliance Industries,Energy,2060.78,2060.81,2039.09,2054.81,1905802,-0.023606669549391945,-0.14382916666666656
2022-02-28,RELIANCE.NS,Reliance Industries,Energy,2058.97,2076.56,2054.91,2062.71,1392015,0.0038446377037293367,-0.14053749999999987
2022-03-01,RELIANCE.NS,Reliance Industries,Energy,2093.38,2108.22,2065.92,2090.74,2983502,0.013588919431233526,-0.1288583333333333
2022-03-02,RELIANCE.NS,Reliance Industries,Energy,2105.92,2130.82,2091.85,2097.82,2468067,0.0033863608100483944,-0.12590833333333307
2022-03-03,RELIANCE.NS,Reliance Industries,Energy,2096.51,2128.53,2088.84,2094.08,2151348,-0.0017828031003613853,-0.1274666666666665
2022-03-04,RELIANCE.NS,Reliance Industries,Energy,2077.8,2101.75,2083.35,2083.36,3371259,-0.005119193154034085,-0.131933333333333
2022-03-07,RELIANCE.NS,Reliance Industries,Energy,2018.89,2032.13,2008.25,2028.54,1354741,-0.026313263190231195,-0.15477499999999966
2022-03-08,RELIANCE.NS,Reliance Industries,Energy,2010.28,2007.3,1993.18,2002.87,3852214,-0.012654421406528837,-0.165470833333333
2022-03-09,RELIANCE.NS,Reliance Industries,Energy,1977.35,1991.75,1972.84,1986.86,2523615,-0.007993529285475365,-0.17214166666666642
2022-03-10,RELIANCE.NS,Reliance Industries,Energy,2032.85,2038.48,2017.94,2025.26,3510087,0.019326978247083293,-0.1561416666666664
2022-03-11,RELIANCE.NS,Reliance Industries,Energy,2038.99,2052.43,2030.73,2038.4,641449,0.006488055854557029,-0.15066666666666628
2022-03-14,RELIANCE.NS,Reliance Industries,Energy,1982.99,1983.53,1970.12,1974.32,3175032,-0.03143642072213504,-0.17736666666666634
2022-03-15,RELIANCE.NS,Reliance Industries,Energy,1992.36,1989.09,1979.49,1986.43,4990224,0.006133757445601518,-0.17232083333333303
2022-03-16,RELIANCE.NS,Reliance Industries,Energy,1983.08,1977.72,1972.21,1973.26,3518439,-0.006629984444455617,-0.177808333333333
2022-03-17,RELIANCE.NS,Reliance Industries,Energy,1946.89,1953.68,1917.05,1949.81,2128662,-0.011883887576903174,-0.1875791666666663
2022-03-18,RELIANCE.NS,Reliance Industries,Energy,1977.13,1997.21,1967.96,1971.86,635370,0.011308794190203031,-0.1783916666666664
2022-03-21,RELIANCE.NS,Reliance Industries,Energy,2007.07,2016.93,2003.28,2009.04,1356636,0.01885529398638841,-0.16289999999999982
2022-03-22,RELIANCE.NS,Reliance Industries,Energy,2042.91,2055.34,2032.74,2043.32,3469791,0.017062875801377775,-0.1486166666666665
2022-03-23,RELIANCE.NS,Reliance Industries,Energy,2015.64,2023.75,2001.09,2013.07,4532516,-0.014804338038094889,-0.16122083333333315
2022-03-24,RELIANCE.NS,Reliance Industries,Energy,2009.95,2021.27,1999.57,2002.47,3444236,-0.005265589373444457,-0.16563749999999977
2022-03-25,RELIANCE.NS,Reliance Industries,Energy,2024.77,2017.93,2004.54,2015.01,1416004,0.006262266101364711,-0.16041249999999985
2022-03-28,RELIANCE.NS,Reliance Industries,Energy,2056.5,2072.28,2029.32,2051.0,2093786,0.01786095354365491,-0.14541666666666653
2022-03-29,RELIANCE.NS,Reliance Industries,Energy,2032.25,2040.43,2010.82,2033.92,927244,-0.008327645051194543,-0.1525333333333332
2022-03-30,RELIANCE.NS,Reliance Industries,Energy,2026.14,2038.3,2018.0,2027.74,4055912,-0.0030384675896790725,-0.15510833333333318
2022-03-31,RELIANCE.NS,Reliance Industries,Energy,1992.69,1996.37,1958.28,1987.96,1775393,-0.01961789973073469,-0.1716833333333332
2022-04-01,RELIANCE.NS,Reliance Industries,Energy,1940.67,1954.88,1930.07,1945.76,3014368,-0.021227791303647936,-0.18926666666666647
2022-04-04,RELIANCE.NS,Reliance Industries,Energy,1967.11,1994.36,1963.98,1974.8,2589319,0.014924759477016769,-0.17716666666666636
2022-04-05,RELIANCE.NS,Reliance Industries,Energy,2020.66,2023.94,2010.8,2023.6,2709821,0.024711363176017853,-0.15683333333333305
2022-04-06,RELIANCE.NS,Reliance Industries,Energy,2017.28,2026.58,1989.72,2021.58,1292330,-0.0009982209922909657,-0.15767499999999968
2022-04-07,RELIANCE.NS,Reliance Industries,Energy,2054.51,2086.74,2044.01,2058.71,4974843,0.01836682199072026,-0.14220416666666624
2022-04-08,RELIANCE.NS,Reliance Industries,Energy,2067.2,2076.72,2052.64,2072.73,2242955,0.006810089813523934,-0.1363624999999996
2022-04-11,RELIANCE.NS,Reliance Industries,Energy,2039.9,2091.93,2037.3,2049.28,766150,-0.011313581604936451,-0.1461333333333329
2022-04-12,RELIANCE.NS,Reliance Industries,Energy,2053.28,2072.56,2062.99,2063.22,3286905,0.006802389131792541,-0.1403249999999996
2022-04-13,RELIANCE.NS,Reliance Industries,Energy,2131.31,2150.84,2104.78,2120.96,2345964,0.02798538207268253,-0.11626666666666619
2022-04-14,RELIANCE.NS,Reliance Industries,Energy,2118.7,2133.01,2113.33,2120.23,989415,-0.0003441837658418878,-0.11657083333333285
2022-04-15,RELIANCE.NS,Reliance Industries,Energy,2178.06,2187.23,2168.61,2180.58,3544287,0.02846389306820485,-0.09142499999999953
2022-04-18,RELIANCE.NS,Reliance Industries,Energy,2082.14,2099.85,2076.65,2078.41,4003548,-0.04685450659916168,-0.13399583333333287
2022-04-19,RELIANCE.NS,Reliance Industries,Energy,2103.84,2121.14,2099.92,2109.78,1146012,0.015093268411911165,-0.1209249999999994
2022-04-20,RELIANCE.NS,Reliance Industries,Energy,2123.23,2116.06,2080.3,2113.72,2135765,0.0018674932931392885,-0.11928333333333296
2022-04-21,RELIANCE.NS,Reliance Industries,Energy,2109.0,2123.58,2076.66,2102.98,3085181,-0.005081089264424743,-0.12375833333333286
2022-04-22,RELIANCE.NS,Reliance Industries,Energy,2098.43,2110.61,2079.82,2107.08,2769798,0.0019496143567698798,-0.12204999999999955
2022-04-25,RELIANCE.NS,Reliance Industries,Energy,2030.66,2046.16,2030.63,2032.33,4681726,-0.03547563452740288,-0.15319583333333286
2022-04-26,RELIANCE.NS,Reliance Industries,Energy,2032.58,2034.31,2010.34,2024.9,3939289,-0.0036559023386949496,-0.15629166666666616
2022-04-27,RELIANCE.NS,Reliance Industries,Energy,2047.59,2048.13,2016.83,2038.53,2505534,0.00673119660230137,-0.15061249999999948
2022-04-28,RELIANCE.NS,Reliance Industries,Energy,2092.69,2121.33,2090.2,2093.37,632659,0.026901738017100607,-0.12776249999999945
2022-04-29,RELIANCE.NS,Reliance Industries,Energy,2076.82,2081.02,2059.17,2074.47,3098475,-0.009028504277791338,-0.13563749999999952
2022-05-02,RELIANCE.NS,Reliance Industries,Energy,2038.09,2064.46,2042.81,2044.9,1139872,-0.014254243252493248,-0.14795833333333275
2022-05-03,RELIANCE.NS,Reliance Industries,Energy,2037.0,2034.26,2002.54,2027.05,4355798,-0.008729033204557757,-0.15539583333333284
2022-05-04,RELIANCE.NS,Reliance Industries,Energy,2055.52,2080.78,2037.13,2061.05,3459470,0.016773143237710064,-0.14122916666666607
2022-05-05,RELIANCE.NS,Reliance Industries,Energy,2083.05,2083.99,2073.67,2073.87,1436320,0.006220130515999012,-0.1358874999999995
2022-05-06,RELIANCE.NS,Reliance Industries,Energy,2057.79,2056.92,2034.13,2054.71,4386912,-0.009238766171457136,-0.14387083333333273
2022-05-09,RELIANCE.NS,Reliance Industries,Energy,2076.55,2074.56,2068.28,2074.31,4961902,0.009539059039961773,-0.13570416666666607
2022-05-10,RELIANCE.NS,Reliance Industries,Energy,2078.83,2091.61,2063.81,2078.56,2147824,0.00204887408343013,-0.1339333333333328
2022-05-11,RELIANCE.NS,Reliance Industries,Energy,2109.73,2126.4,2108.31,2115.43,1650997,0.017738241859748927,-0.11857083333333285
2022-05-12,RELIANCE.NS,Reliance Industries,Energy,2082.57,2091.35,2045.8,2089.33,3883973,-0.012337917113778296,-0.12944583333333282
2022-05-13,RELIANCE.NS,Reliance Industries,Energy,2071.82,2084.61,2074.33,2077.63,4625903,-0.005599881301661225,-0.13432083333333278
2022-05-16,RELIANCE.NS,Reliance Industries,Energy,2057.12,2078.24,2056.38,2063.59,932829,-0.006757699879189283,-0.1401708333333328
2022-05-17,RELIANCE.NS,Reliance Industries,Energy,2015.47,2016.88,2003.35,2009.85,4911054,-0.026041994776094146,-0.1625624999999995
2022-05-18,RELIANCE.NS,Reliance Industries,Energy,2018.14,2032.85,2001.18,2021.16,4814896,0.005627285618329703,-0.1578499999999995
2022-05-19,RELIANCE.NS,Reliance Industries,Energy,2022.29,2037.33,2013.86,2031.27,734000,0.005002078014605393,-0.15363749999999954
2022-05-20,RELIANCE.NS,Reliance Industries,Energy,2041.6,2060.14,2021.01,2032.06,3377429,0.0003889192475643455,-0.15330833333333282
2022-05-23,RELIANCE.NS,Reliance Industries,Energy,2031.86,2030.57,2004.78,2024.09,822137,-0.003922128283613713,-0.15662916666666615
2022-05-24,RELIANCE.NS,Reliance Industries,Energy,1981.57,1976.68,1945.06,1973.13,3523504,-0.025176746093306,-0.17786249999999937
2022-05-25,RELIANCE.NS,Reliance Industries,Energy,1968.48,1973.4,1953.78,1958.79,3105221,-0.0072676407535237075,-0.18383749999999943
2022-05-26,RELIANCE.NS,Reliance Industries,Energy,1940.94,1969.39,1939.44,1947.29,4420367,-0.005870971364975275,-0.18862916666666607
2022-05-27,RELIANCE.NS,Reliance Industries,Energy,1917.76,1946.8,1918.5,1919.75,3863244,-0.014142731693789767,-0.20010416666666597
2022-05-30,RELIANCE.NS,Reliance Industries,Energy,1919.7,1938.13,1909.43,1914.76,2800269,-0.002599296783435401,-0.20218333333333272
2022-05-31,RELIANCE.NS,Reliance Industries,Energy,1933.04,1948.74,1921.74,1929.26,4931373,0.007572750631932967,-0.1961416666666661
2022-06-01,RELIANCE.NS,Reliance Industries,Energy,1984.59,2000.27,1980.71,1991.48,1066510,0.03225070752516501,-0.17021666666666613
2022-06-02,RELIANCE.NS,Reliance Industries,Energy,2000.65,2035.17,1993.81,1994.35,4481383,0.0014411392532187595,-0.16902083333333273
2022-06-03,RELIANCE.NS,Reliance Industries,Energy,1994.69,2009.23,1982.81,2000.21,1790894,0.002938300699476093,-0.16657916666666606
2022-06-06,RELIANCE.NS,Reliance Industries,Energy,1988.62,1997.07,1976.8,1994.12,1208092,-0.0030446803085676377,-0.16911666666666614
2022-06-07,RELIANCE.NS,Reliance Industries,Energy,1922.57,1945.57,1911.42,1921.86,1597996,-0.03623653541411753,-0.19922499999999954
2022-06-08,RELIANCE.NS,Reliance Industries,Energy,1919.46,1948.45,1900.05,1917.68,1099792,-0.0021749763250183962,-0.20096666666666618
2022-06-09,RELIANCE.NS,Reliance Industries,Energy,1918.03,1948.1,1906.28,1916.5,2075326,-0.0006153268532810285,-0.20145833333333285
2022-06-10,RELIANCE.NS,Reliance Industries,Energy,1990.05,2017.53,1990.82,1998.21,2868756,0.042635011740151274,-0.16741249999999952
2022-06-13,RELIANCE.NS,Reliance Industries,Energy,1995.4,2004.18,1960.45,1987.9,4426690,-0.005159617857982912,-0.1717083333333329
2022-06-14,RELIANCE.NS,Reliance Industries,Energy,1990.63,2004.77,1984.49,1995.31,1168629,0.003727551687710662,-0.1686208333333329
2022-06-15,RELIANCE.NS,Reliance Industries,Energy,1983.29,2003.06,1971.65,1990.67,2202457,-0.002325453187725146,-0.17055416666666612
2022-06-16,RELIANCE.NS,Reliance Industries,Energy,1952.97,1953.99,1930.14,1945.41,1671248,-0.02273606373733461,-0.18941249999999943
2022-06-17,RELIANCE.NS,Reliance Industries,Energy,1991.15,1995.09,1974.76,1982.12,4104886,0.018870058239651266,-0.17411666666666614
2022-06-20,RELIANCE.NS,Reliance Industries,Energy,2012.84,2005.63,1998.16,2005.58,1883640,0.011835812160716719,-0.16434166666666616
2022-06-21,RELIANCE.NS,Reliance Industries,Energy,2037.01,2033.49,2018.0,2030.73,1013953,0.012540013362718039,-0.15386249999999946
2022-06-22,RELIANCE.NS,Reliance Industries,Energy,1997.13,2001.26,1990.02,1994.03,4738340,-0.01807231882131055,-0.16915416666666616
2022-06-23,RELIANCE.NS,Reliance Industries,Energy,2042.03,2052.36,2031.24,2040.99,1185503,0.023550297638450735,-0.14958749999999954
2022-06-24,RELIANCE.NS,Reliance Industries,Energy,1977.82,2001.2,1963.42,1986.02,922641,-0.026933008001019165,-0.17249166666666627
2022-06-27,RELIANCE.NS,Reliance Industries,Energy,2001.79,2005.04,1975.75,2003.62,2423217,0.008861944995518733,-0.16515833333333285
2022-06-28,RELIANCE.NS,Reliance Industries,Energy,2076.57,2103.79,2062.94,2079.22,837283,0.03773170561284078,-0.13365833333333277
2022-06-29,RELIANCE.NS,Reliance Industries,Energy,2033.71,2057.23,2037.22,2038.61,2078232,-0.019531362722559398,-0.15057916666666604
2022-06-30,RELIANCE.NS,Reliance Industries,Energy,2018.87,2017.49,2001.34,2014.37,891180,-0.011890454770652537,-0.16067916666666604
2022-07-01,RELIANCE.NS,Reliance Industries,Energy,2014.47,2026.11,2001.17,2014.55,4199243,8.935796303566335e-05,-0.160604166666666
2022-07-04,RELIANCE.NS,Reliance Industries,Energy,1984.52,2022.63,1984.54,1992.87,2997934,-0.010761708570152129,-0.16963749999999933
2022-07-05,RELIANCE.NS,Reliance Industries,Energy,1928.45,1935.14,1927.39,1933.86,1078110,-0.029610561652290368,-0.19422499999999931
2022-07-06,RELIANCE.NS,Reliance Industries,Energy,1936.5,1934.84,1911.28,1932.96,4718346,-0.0004653904625980809,-0.19459999999999933
2022-07-07,RELIANCE.NS,Reliance Industries,Energy,1884.69,1915.63,1882.86,1892.71,3210864,-0.020822986507739394,-0.21137083333333262
2022-07-08,RELIANCE.NS,Reliance Industries,Energy,1912.32,1915.25,1882.71,1905.63,4843699,0.006826191017113015,-0.20598749999999932
2022-07-11,RELIANCE.NS,Reliance Industries,Energy,1870.76,1886.18,1855.11,1870.85,4210879,-0.018251182023792722,-0.220479166666666
2022-07-12,RELIANCE.NS,Reliance Industries,Energy,1919.49,1948.34,1904.54,1919.87,3635609,0.02620199374615817,-0.20005416666666598
2022-07-13,RELIANCE.NS,Reliance Industries,Energy,1891.28,1907.99,1883.73,1889.53,1435783,-0.015803153338507236,-0.21269583333333264
2022-07-14,RELIANCE.NS,Reliance Industries,Energy,1881.46,1884.1,1871.61,1875.37,2659932,-0.007493927061226868,-0.21859583333333266
2022-07-15,RELIANCE.NS,Reliance Industries,Energy,1896.75,1903.08,1869.31,1899.64,3406492,0.01294144622127913,-0.20848333333333258
2022-07-18,RELIANCE.NS,Reliance Industries,Energy,1857.63,1868.56,1808.19,1854.32,2265520,-0.023857151881409244,-0.22736666666666605
2022-07-19,RELIANCE.NS,Reliance Industries,Energy,1859.99,1864.3,1849.74,1858.76,4034150,0.002394408732041997,-0.22551666666666603
2022-07-20,RELIANCE.NS,Reliance Industries,Energy,1894.91,1915.88,1896.56,1899.34,2241888,0.021831758806946544,-0.20860833333333273
2022-07-21,RELIANCE.NS,Reliance Industries,Energy,1848.12,1868.91,1833.28,1841.15,3746434,-0.030636958101235123,-0.23285416666666603
2022-07-22,RELIANCE.NS,Reliance Industries,Energy,1849.63,1866.91,1831.05,1844.14,622019,0.001623985009369111,-0.23160833333333275
2022-07-25,RELIANCE.NS,Reliance Industries,Energy,1852.56,1856.87,1844.89,1849.63,2265317,0.0029769974080058326,-0.22932083333333275
2022-07-26,RELIANCE.NS,Reliance Industries,Energy,1879.08,1889.29,1845.63,1872.52,679001,0.012375448062585503,-0.21978333333333278
2022-07-27,RELIANCE.NS,Reliance Industries,Energy,1834.36,1829.7,1824.28,1827.64,3392927,-0.02396770127955905,-0.23848333333333271
2022-07-28,RELIANCE.NS,Reliance Industries,Energy,1784.81,1806.3,1774.0,1781.1,3745988,-0.02546453349675004,-0.2578749999999995
2022-07-29,RELIANCE.NS,Reliance Industries,Energy,1800.85,1799.44,1785.24,1794.8,1184494,0.007691875807085635,-0.2521666666666661
2022-08-01,RELIANCE.NS,Reliance Industries,Energy,1808.5,1807.07,1798.85,1804.94,3627022,0.005649654557611017,-0.24794166666666595
2022-08-02,RELIANCE.NS,Reliance Industries,Energy,1816.88,1820.38,1801.44,1813.62,4348189,0.004809024122685468,-0.24432499999999935
2022-08-03,RELIANCE.NS,Reliance Industries,Energy,1827.63,1848.76,1816.45,1825.47,1093731,0.006533893538889224,-0.2393874999999992
2022-08-04,RELIANCE.NS,Reliance Industries,Energy,1808.23,1811.08,1795.62,1803.67,2916826,-0.011942129972007165,-0.24847083333333253
2022-08-05,RELIANCE.NS,Reliance Industries,Energy,1805.57,1819.47,1795.81,1811.75,4790447,0.004479755165856192,-0.2451041666666659
2022-08-08,RELIANCE.NS,Reliance Industries,Energy,1828.79,1838.91,1815.45,1821.85,4363741,0.005574720574030634,-0.24089583333333253
2022-08-09,RELIANCE.NS,Reliance Industries,Energy,1805.66,1840.31,1787.76,1798.98,644771,-0.012553173971512455,-0.25042499999999923
2022-08-10,RELIANCE.NS,Reliance Industries,Energy,1851.18,1860.34,1853.12,1859.93,1508923,0.033880309953418175,-0.22502916666666573
2022-08-11,RELIANCE.NS,Reliance Industries,Energy,1882.47,1902.96,1851.22,1876.35,3498111,0.008828289236691544,-0.2181874999999992
2022-08-12,RELIANCE.NS,Reliance Industries,Energy,1829.86,1861.09,1836.6,1836.68,2320908,-0.021142111013403575,-0.2347166666666658
2022-08-15,RELIANCE.NS,Reliance Industries,Energy,1855.87,1865.73,1848.99,1858.94,2217534,0.012119694230894762,-0.22544166666666587
2022-08-16,RELIANCE.NS,Reliance Industries,Energy,1831.33,1835.68,1810.93,1826.88,611362,-0.017246387726338686,-0.23879999999999924
2022-08-17,RELIANCE.NS,Reliance Industries,Energy,1847.02,1860.26,1847.57,1853.31,4416533,0.014467288491854857,-0.22778749999999925
2022-08-18,RELIANCE.NS,Reliance Industries,Energy,1898.54,1907.63,1881.99,1892.52,2536503,0.021156741181993288,-0.21144999999999925
2022-08-19,RELIANCE.NS,Reliance Industries,Energy,1871.32,1869.63,1852.46,1865.13,4870602,-0.014472766470103315,-0.2228624999999992
2022-08-22,RELIANCE.NS,Reliance Industries,Energy,1898.17,1909.66,1893.57,1898.03,3180990,0.017639521105767386,-0.20915416666666586
2022-08-23,RELIANCE.NS,Reliance Industries,Energy,1903.26,1931.48,1911.61,1912.7,2862854,0.007729066453111999,-0.2030416666666658
2022-08-24,RELIANCE.NS,Reliance Industries,Energy,1937.44,1943.13,1918.0,1941.58,2909409,0.015099074606577112,-0.19100833333333245
2022-08-25,RELIANCE.NS,Reliance Industries,Energy,2010.8,2011.72,2002.72,2008.45,3550999,0.034441022260221166,-0.16314583333333232
2022-08-26,RELIANCE.NS,Reliance Industries,Energy,2009.81,2014.23,1985.94,2000.18,2239122,-0.0041176031267893265,-0.1665916666666657
2022-08-29,RELIANCE.NS,Reliance Industries,Energy,1976.25,1986.7,1964.56,1973.65,3551622,-0.013263806257436839,-0.1776458333333324
2022-08-30,RELIANCE.NS,Reliance Industries,Energy,1937.97,1946.16,1934.86,1942.64,3286281,-0.01571200567476505,-0.19056666666666577
2022-08-31,RELIANCE.NS,Reliance Industries,Energy,1917.26,1920.32,1913.93,1914.69,1275292,-0.014387637441831802,-0.20221249999999913
2022-09-01,RELIANCE.NS,Reliance Industries,Energy,1913.38,1926.59,1912.5,1912.61,4427352,-0.001086337736134868,-0.2030791666666658
2022-09-02,RELIANCE.NS,Reliance Industries,Energy,1930.32,1937.3,1914.76,1924.93,2833647,0.006441459576181252,-0.1979458333333325
2022-09-05,RELIANCE.NS,Reliance Industries,Energy,1927.49,1958.2,1924.28,1935.09,4223234,0.005278114009340529,-0.19371249999999918
2022-09-06,RELIANCE.NS,Reliance Industries,Energy,1969.61,1968.75,1957.87,1964.49,2410217,0.015193091794180269,-0.18146249999999908
2022-09-07,RELIANCE.NS,Reliance Industries,Energy,1966.35,1965.87,1957.8,1965.54,2100741,0.000534489867599186,-0.1810249999999991
2022-09-08,RELIANCE.NS,Reliance Industries,Energy,2026.89,2029.61,2009.06,2017.55,689073,0.026460921680556027,-0.1593541666666657
2022-09-09,RELIANCE.NS,Reliance Industries,Energy,2005.37,2047.5,1973.94,2008.54,859281,-0.004465812495353272,-0.1631083333333323
2022-09-12,RELIANCE.NS,Reliance Industries,Energy,2110.29,2122.4,2088.99,2107.49,3607548,0.04926463998725428,-0.12187916666666565
2022-09-13,RELIANCE.NS,Reliance Industries,Energy,2141.07,2144.43,2123.69,2131.86,4914011,0.011563518688107788,-0.11172499999999885
2022-09-14,RELIANCE.NS,Reliance Industries,Energy,2091.26,2104.33,2085.11,2099.61,2838401,-0.01512763502293768,-0.12516249999999884
2022-09-15,RELIANCE.NS,Reliance Industries,Energy,2068.77,2060.87,2048.34,2059.76,1585610,-0.018979715280456833,-0.1417666666666655
2022-09-16,RELIANCE.NS,Reliance Industries,Energy,2082.17,2086.85,2071.75,2078.27,4865693,0.008986483862197359,-0.1340541666666656
2022-09-19,RELIANCE.NS,Reliance Industries,Energy,2061.59,2096.42,2052.98,2070.53,4358884,-0.003724251420652691,-0.1372791666666655
2022-09-20,RELIANCE.NS,Reliance Industries,Energy,2093.59,2106.64,2087.41,2097.77,1559165,0.013156051832139415,-0.12592916666666565
2022-09-21,RELIANCE.NS,Reliance Industries,Energy,2120.67,2129.71,2104.69,2116.26,4433817,0.008814121662527485,-0.1182249999999988
2022-09-22,RELIANCE.NS,Reliance Industries,Energy,2104.98,2135.34,2091.02,2114.12,4006172,-0.001011217903282402,-0.11911666666666565
2022-09-23,RELIANCE.NS,Reliance Industries,Energy,2084.25,2087.43,2062.34,2082.53,1325963,-0.014942387376307709,-0.1322791666666655
2022-09-26,RELIANCE.NS,Reliance Industries,Energy,2023.25,2048.37,2022.14,2026.37,1076515,-0.026967198551761662,-0.1556791666666656
2022-09-27,RELIANCE.NS,Reliance Industries,Energy,2013.13,2018.2,2004.76,2010.7,2862460,-0.007733039869322944,-0.1622083333333323
